review_type,code,title,va_code,token,detail,decision
crosswalk_disagreement,DB35.Y,Other specified polyp of large intestine,VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB35.Z,"Polyp of large intestine, unspecified",VAs-98,K55-K64,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB90,Infectious liver disease,VAs-01.99,K70-K77,generated vas_01_99; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB90.0,Abscess of liver,VAs-01.99,K75.0,generated vas_01_99; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB90.Y,Other specified infectious liver disease,VAs-01.99,K70-K77,generated vas_01_99; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB90.Z,"Infectious liver disease, unspecified",VAs-01.99,K70-K77,generated vas_01_99; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB91,Acute or subacute hepatic failure,VAs-98,K72.0,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB91.0,Acute or subacute hepatic failure due to hepatitis virus,VAs-98,K72.0,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB91.1,Other acute or subacute hepatic failure,VAs-98,K72.0,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB91.Z,"Acute or subacute hepatic failure, unspecified",VAs-98,K72.0,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB92,Non-alcoholic fatty liver disease,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB92.0,Non-alcoholic fatty liver disease without non-alcoholic steatohepatitis,VAs-98,K76.0,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB92.1,Non-alcoholic steatohepatitis,VAs-98,K75.8,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB92.Y,Other specified non-alcoholic fatty liver disease,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB92.Z,"Non-alcoholic fatty liver disease, unspecified",VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB94,Alcoholic liver disease,VAs-98,K70,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,owner decision 5a
crosswalk_disagreement,DB94.0,Alcoholic fatty liver,VAs-98,K70.0,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5a
crosswalk_disagreement,DB94.1,Alcoholic hepatitis,VAs-98,K70.1,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5a
crosswalk_disagreement,DB94.10,Alcoholic hepatitis with cirrhosis,VAs-06.02,K70.1,generated vas_06_02; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5a
crosswalk_disagreement,DB94.1Y,Other specified alcoholic hepatitis,VAs-98,K70.1,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5a
crosswalk_disagreement,DB94.1Z,"Alcoholic hepatitis, unspecified",VAs-98,K70.1,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5a
crosswalk_disagreement,DB94.Y,Other specified alcoholic liver disease,VAs-98,K70,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,owner decision 5a
crosswalk_disagreement,DB94.Z,"Alcoholic liver disease, unspecified",VAs-98,K70,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,owner decision 5a
crosswalk_disagreement,DB95.2,Drug-induced or toxic liver disease with cholestasis,VAs-99,K71.0,generated vas_99; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5b
crosswalk_disagreement,DB95.20,Chronic drug-induced or toxic liver disease with cholestasis,VAs-99,K71.0,generated vas_99; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5b
crosswalk_disagreement,DB95.2Y,Other specified drug-induced or toxic liver disease with cholestasis,VAs-99,K71.0,generated vas_99; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5b
crosswalk_disagreement,DB95.2Z,"Drug-induced or toxic liver disease with cholestasis, unspecified",VAs-99,K71.0,generated vas_99; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5b
crosswalk_disagreement,DB95.Y,Other specified drug-induced or toxic liver disease,VAs-99,K71.8,generated vas_99; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_98,owner decision 5b
crosswalk_disagreement,DB96,Autoimmune liver disease,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.0,Autoimmune hepatitis,VAs-98,K75.4,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.1,Primary biliary cholangitis,VAs-98,K74.3,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.10,Primary biliary cholangitis with overlap syndrome,VAs-98,K74.3,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.1Y,Other specified primary biliary cholangitis,VAs-98,K74.3,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.1Z,"Primary biliary cholangitis, unspecified",VAs-98,K74.3,generated vas_98; WHO_2022_VA vas_06_02; WHO_2022_VA_2026 ICD-10 vas_06_02,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.2,Primary sclerosing cholangitis,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.20,Primary sclerosing cholangitis with cirrhosis,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.2Y,Other specified primary sclerosing cholangitis,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.2Z,"Primary sclerosing cholangitis, unspecified",VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.Y,Other specified autoimmune liver disease,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB96.Z,"Autoimmune liver disease, unspecified",VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB97,Certain specified inflammatory liver diseases,VAs-98,K75,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB97.0,Idiopathic granulomatous hepatitis,VAs-98,K75.3,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB97.1,Hepatic berylliosis,VAs-98,K75,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB97.Y,Other specified inflammatory liver disease,VAs-98,K75.8,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98,Vascular disorders of the liver,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.0,Infarction of liver,VAs-98,K76.3,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.1,Peliosis hepatis,VAs-98,K76.4,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.2,Nodular regenerative hyperplasia of liver,VAs-98,K76.8,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.3,Portal vein thrombosis,VAs-98,I81,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.4,Splenic vein thrombosis,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.5,Budd-Chiari syndrome,VAs-98,I82.0,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.6,Hepatic veno-occlusive disease,VAs-98,K76.5,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.7,Portal hypertension,VAs-98,K76.6,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.70,Idiopathic portal hypertension,VAs-98,K76.6,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.71,Non-cirrhotic portal fibrosis,VAs-98,K76.6,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.72,Partial nodular transformation of liver,VAs-98,K76.6,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.73,Splanchnic arteriovenous fistula,VAs-98,K76.6,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.74,Secondary portal hypertension,VAs-98,K76.6,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.7Y,Other specified portal hypertension,VAs-98,K76.6,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.7Z,"Portal hypertension, unspecified",VAs-98,K76.6,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.8,Passive congestion of liver,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.9,Hepatic artery aneurysm,VAs-98,I72.8,generated vas_98; WHO_2022_VA vas_04_99; WHO_2022_VA_2026 ICD-10 vas_04_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.A,Hepatic haemorrhage,VAs-98,K76.8,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.B,Ischaemia reperfusion injury of liver,VAs-98,K76.8,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.Y,Other specified vascular disorders of the liver,VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB98.Z,"Vascular disorders of the liver, unspecified",VAs-98,K70-K77,generated vas_98; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99,Certain specified diseases of liver,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.0,Chronic liver disease,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.1,Hepatic cyst,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.10,Polycystic liver disease,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.1Y,Other specified hepatic cyst,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.1Z,"Hepatic cyst, unspecified",VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.2,Hepatorenal syndrome,VAs-98,K76.7,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.3,Portopulmonary hypertension,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.4,Hepatopulmonary syndrome,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.5,Hepatic encephalopathy,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.6,"Intrahepatic cholestasis, not elsewhere classified",VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.60,Cholestasis of parenteral nutrition,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.6Y,Other specified intrahepatic cholestasis,VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.6Z,"Intrahepatic cholestasis, unspecified",VAs-98,K76,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB99.Y,Other specified diseases of liver,VAs-98,K76.8,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 other_gastrointestinal_diseases,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DB9Z,"Diseases of liver, unspecified",other_gastrointestinal_diseases,K70-K77,generated other_gastrointestinal_diseases; WHO_2022_VA multiple:other_gastrointestinal_diseases|vas_06_02|vas_98; WHO_2022_VA_2026 ICD-10 multiple:other_gastrointestinal_diseases|vas_06_02|vas_98,owner decision 10
crosswalk_disagreement,DD93.0,Infant regurgitation,VAs-98,P92.1,generated vas_98; WHO_2022_VA vas_10_99; WHO_2022_VA_2026 ICD-10 vas_10_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DD93.1,Infantile colic,VAs-98,R10.4,generated vas_98; WHO_2022_VA other_gastrointestinal_diseases; WHO_2022_VA_2026 ICD-10 vas_06_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,DD93.2,Infant dyschezia,VAs-98,R19.8,generated vas_98; WHO_2022_VA -; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
